gesture,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
I,0.698801637,0.731155753,0.727769315,0.704903066,0.677293658,0.729725778,0.706786692,0.70553124,0.71089834,0.694222867,0.68003273,0.680665255,0.683627725,0.660378695,0.649164796,0.653202832,0.657909036,0.631874979,0.624324918,0.620671332,0.616292655,0.974543095,0.910693109,0.844154894,0.803977609,0.797911525,0.800449073,0.742204428,0.763903439,0.786051571,0.806245804,0.746701479,0.772794604,0.796078026,0.820427835,0.757499337,0.779285789,0.802978516,0.836238742,0.766057611,0.726470053,0.692615449
I,0.531513453,0.577762604,0.583153307,0.558315992,0.528659582,0.570395887,0.565613687,0.561983526,0.561371803,0.529153645,0.529088795,0.530090749,0.530205071,0.490217924,0.49115175,0.496611625,0.499504715,0.458106667,0.435814649,0.417783499,0.400104105,0.892873168,0.813769221,0.741640091,0.693349481,0.681659937,0.678895473,0.629095972,0.65318048,0.683345199,0.677442074,0.626388311,0.652551055,0.682141066,0.692311347,0.635420144,0.654708982,0.680864155,0.711407006,0.637200713,0.595765233,0.564743936
I,0.432280928,0.485941529,0.511043727,0.519767761,0.523739934,0.470097512,0.511906981,0.524387479,0.525288641,0.430516839,0.46793741,0.476202339,0.471460491,0.396978438,0.428912312,0.441076398,0.44024229,0.370167583,0.353261709,0.342541635,0.329844922,0.80342263,0.733821988,0.660190523,0.59647882,0.551579118,0.594732881,0.544203162,0.561781764,0.583420336,0.587644696,0.551918924,0.582819343,0.608097136,0.59867847,0.560171247,0.584619045,0.611029744,0.614727795,0.545741975,0.503585815,0.471669853
I,0.41756618,0.478881717,0.512584329,0.525340438,0.513683319,0.470976472,0.506629229,0.504616022,0.49175787,0.429262519,0.462932467,0.462171227,0.452680677,0.393119901,0.416672796,0.423187941,0.422230214,0.363330722,0.348541766,0.335547239,0.323443234,0.710059762,0.654896259,0.592221081,0.54172188,0.525993526,0.486987352,0.481791168,0.523096681,0.552729726,0.478357315,0.492826402,0.533772409,0.562506139,0.492112249,0.491708815,0.524938822,0.555802584,0.513553917,0.444090307,0.400083899,0.368073106
I,0.62078768,0.672506869,0.681442738,0.659641743,0.628567696,0.692721784,0.674218774,0.66561687,0.659852028,0.655415952,0.642990947,0.636859,0.635129809,0.615522265,0.608088076,0.606144726,0.607990324,0.579134226,0.568297982,0.560099483,0.554762542,0.721571922,0.661575258,0.596257865,0.550005078,0.532547772,0.518858254,0.513280153,0.544146895,0.566214263,0.50222373,0.515525341,0.54887861,0.573076189,0.508235812,0.513208866,0.54460454,0.572201729,0.521424294,0.447945148,0.401357293,0.367971182
I,0.669352949,0.709014893,0.715977907,0.693535328,0.662879646,0.73228097,0.703586698,0.694282353,0.6975407,0.69483912,0.673263133,0.664204359,0.667660654,0.655006588,0.638517618,0.634081185,0.640416563,0.617390096,0.605163276,0.591092408,0.58141309,0.83487165,0.767959237,0.698597133,0.653829277,0.639430583,0.634950578,0.585447967,0.613159478,0.641453743,0.626992881,0.579453886,0.612413764,0.640730798,0.63172406,0.579778552,0.609588921,0.639119327,0.642077982,0.563374281,0.516815245,0.478940129
I,0.420298785,0.380731225,0.373550147,0.397283167,0.431421906,0.385827541,0.394517511,0.394262969,0.395000279,0.427322805,0.4308725,0.427029788,0.425458223,0.461239964,0.459349394,0.453317851,0.449107587,0.487867504,0.485077024,0.483542919,0.484297335,0.763808429,0.693698525,0.629170775,0.582384646,0.571002007,0.602629721,0.519360781,0.545635164,0.57479459,0.608413041,0.530205011,0.549387038,0.577071011,0.618169069,0.550671875,0.560106635,0.57931608,0.628663003,0.55941081,0.537231624,0.527181268
I,0.21978946,0.185296297,0.171394825,0.191955864,0.225382999,0.143216997,0.189371288,0.211285666,0.206161648,0.175107613,0.220619336,0.238857284,0.233620122,0.212880507,0.250141114,0.26382181,0.257206619,0.252292812,0.267580628,0.275301903,0.276457131,0.750745475,0.678358257,0.603479803,0.548321605,0.529078841,0.563370466,0.474674761,0.508817852,0.538008153,0.568975806,0.480244696,0.513754666,0.543694675,0.57828182,0.492564142,0.521767557,0.55125922,0.58999151,0.504341125,0.456565142,0.414405674
I,0.193755418,0.158212766,0.138620704,0.151176706,0.178207412,0.112228096,0.144862756,0.166660681,0.163882867,0.144793123,0.17845197,0.195944384,0.191449642,0.181787834,0.20667915,0.217934474,0.211350054,0.21913825,0.221058577,0.221916735,0.217664137,0.893606305,0.835548639,0.772582412,0.722249985,0.701192379,0.751981437,0.656709373,0.683916986,0.714373767,0.763019919,0.666228175,0.691320181,0.719400465,0.772321761,0.680404186,0.700713634,0.729142368,0.778418541,0.691423357,0.645855129,0.60940671
I,0.357076973,0.33149755,0.336412519,0.365013987,0.396460235,0.321726501,0.346589625,0.357896388,0.356635839,0.35860908,0.384449691,0.390080005,0.387363791,0.394691527,0.413248301,0.426673353,0.433118314,0.426715404,0.425078273,0.428128719,0.4305861,0.883692145,0.810296893,0.744803667,0.705209792,0.693022788,0.733317852,0.64461267,0.670627713,0.698670864,0.746013343,0.655206919,0.674457073,0.700995803,0.758733511,0.67045325,0.646372318,0.634605169,0.770719647,0.698645592,0.670684397,0.650614738
I,0.440882504,0.407948911,0.406491607,0.430996269,0.460232973,0.422396839,0.436898679,0.434907705,0.43224895,0.459816724,0.467537433,0.463840693,0.460840225,0.49069944,0.493049175,0.488342077,0.483973265,0.513360202,0.519782722,0.524088979,0.528089404,0.838930666,0.774140298,0.708619595,0.664100349,0.649067998,0.675203681,0.604440093,0.626933575,0.652358174,0.685539782,0.616197944,0.635546803,0.661242068,0.698683083,0.635029435,0.647084177,0.66750139,0.710700572,0.640118897,0.599848032,0.569507897
I,0.485004991,0.447638392,0.435966432,0.456285894,0.482863098,0.473990589,0.480255872,0.477196962,0.478694677,0.510733843,0.509155869,0.501056552,0.49874115,0.538132608,0.531176686,0.522426903,0.518354475,0.556747973,0.561882377,0.564570606,0.567778766,0.794489622,0.737675965,0.669657409,0.62322998,0.614089847,0.634246826,0.564536393,0.580741286,0.600065589,0.642578065,0.580000758,0.600822926,0.625219941,0.655235946,0.60014075,0.613759696,0.635361254,0.666703701,0.595982134,0.555535495,0.525404692
I,0.487191528,0.449581742,0.443920702,0.464392364,0.489348233,0.466513067,0.473189086,0.471027911,0.470811963,0.501619518,0.502973914,0.49871999,0.496074438,0.529137731,0.524720728,0.518813491,0.515313864,0.549592972,0.554459333,0.55730927,0.559223354,0.750283659,0.691654384,0.633223653,0.588772535,0.571534097,0.586667001,0.51797837,0.54167825,0.569068611,0.593610823,0.526575208,0.547465563,0.571544826,0.606774807,0.549249232,0.56345439,0.584131181,0.6196298,0.549622536,0.510072649,0.480226815
I,0.464454502,0.425782323,0.416118443,0.428858638,0.449022412,0.427445233,0.438718051,0.445103735,0.443842351,0.465973616,0.473682463,0.476887852,0.474221349,0.498531729,0.501689434,0.501098335,0.496744335,0.523347974,0.526184738,0.529563546,0.53028053,0.665701509,0.611012042,0.548854887,0.496709764,0.471877217,0.490548402,0.427756011,0.456160396,0.4837161,0.493873477,0.440805823,0.467809141,0.493179947,0.504478931,0.455554813,0.476759732,0.500506878,0.517546594,0.449443161,0.412551224,0.384326637
I,0.36379379,0.326178193,0.31047219,0.324816972,0.352877647,0.298084408,0.321926951,0.336993217,0.335246116,0.333062798,0.357341617,0.369588315,0.366691381,0.371023625,0.390592992,0.398504078,0.394651085,0.408278704,0.419072509,0.428285688,0.433951795,0.678193927,0.614276648,0.545953631,0.496432453,0.478780031,0.515917838,0.43684262,0.465746373,0.497613728,0.520776689,0.44311893,0.471116662,0.498933494,0.530986667,0.460338533,0.485449374,0.514466822,0.543335497,0.460823059,0.416803539,0.382979512
I,0.176608801,0.139190942,0.124290735,0.141293257,0.17095083,0.100911282,0.148398429,0.16412276,0.158569157,0.130916744,0.177363142,0.187726796,0.1806214,0.165768996,0.204152197,0.210223764,0.201573879,0.201572984,0.217118561,0.226490974,0.230451763,0.662894249,0.607146263,0.54681468,0.502420425,0.491325468,0.506905079,0.447257519,0.477703363,0.502970099,0.505885601,0.454704016,0.485430598,0.508879364,0.51052767,0.46110332,0.490683436,0.516952991,0.517848909,0.45011276,0.408823848,0.372086525
I,0.325401992,0.295743257,0.284456283,0.301860869,0.331778377,0.26985392,0.298029929,0.314484835,0.311729491,0.294801027,0.322782815,0.337116361,0.335077524,0.326424271,0.347981095,0.359974444,0.35825038,0.361213714,0.371993542,0.381708592,0.384978473,0.922533035,0.866406322,0.80705893,0.765339673,0.750324488,0.784193218,0.701526701,0.725419939,0.750978947,0.796197593,0.707653463,0.732401252,0.759806991,0.808950961,0.724839807,0.744432271,0.771952331,0.820938706,0.741893172,0.709160089,0.686061203
I,0.350100309,0.325009942,0.318532407,0.337901413,0.365399599,0.304561049,0.332117289,0.34741798,0.345753908,0.335593075,0.361896724,0.374020547,0.370348364,0.368946135,0.387318701,0.395879,0.391948074,0.401382327,0.406563133,0.410623372,0.411137789,0.927981138,0.872125983,0.812297761,0.769527435,0.754985332,0.794362187,0.70947051,0.736643314,0.765447319,0.804805219,0.723315835,0.748871386,0.776549101,0.81583482,0.741610885,0.762082517,0.787311077,0.823123693,0.746158302,0.701666296,0.666754305
I,0.401594758,0.379436582,0.377607226,0.395213813,0.418633431,0.367202938,0.390724242,0.404264659,0.402560204,0.397534907,0.418193668,0.428119928,0.425191641,0.428949296,0.444641739,0.451458305,0.448202729,0.457215816,0.466068149,0.471084118,0.472014993,0.889271736,0.8352862,0.775776386,0.730893075,0.713109434,0.750855267,0.675644994,0.699635983,0.724430203,0.760648787,0.68826735,0.712815583,0.739677906,0.771240592,0.703415692,0.721760571,0.744947016,0.779323459,0.711053789,0.668292165,0.631995559
I,0.484349549,0.442023724,0.430517852,0.458591044,0.493566424,0.459346026,0.473354518,0.472421855,0.47102055,0.499181718,0.504104018,0.501287937,0.499406248,0.529603004,0.528688312,0.524082661,0.520085096,0.551291108,0.554664969,0.55768925,0.561572731,0.821904421,0.765979409,0.696523249,0.653158188,0.65156585,0.674208641,0.60385555,0.631099045,0.6580351,0.680213273,0.611455083,0.633652925,0.6564309,0.689920247,0.629101753,0.641905069,0.662007511,0.698644757,0.628117204,0.588139176,0.558450818
I,0.526086986,0.484783649,0.471583337,0.488714695,0.513998389,0.50707221,0.514694214,0.509881854,0.509892464,0.542794883,0.541255891,0.5343858,0.532103002,0.570937991,0.562658966,0.554481745,0.550445795,0.59192729,0.59618634,0.597694874,0.599579871,0.76809597,0.711858869,0.64743793,0.598296463,0.581804156,0.604753196,0.537670672,0.559184909,0.583717585,0.609644532,0.549562216,0.570699871,0.59442389,0.619861066,0.569126248,0.582387328,0.602862477,0.630686104,0.563663185,0.523179412,0.493370414
I,0.512788355,0.535619736,0.535492957,0.525123179,0.509723306,0.537164807,0.522119343,0.514980257,0.515666485,0.531162441,0.523377538,0.518945098,0.519673944,0.524104655,0.521830261,0.520690799,0.52191776,0.518074572,0.538075626,0.550764501,0.560608029,0.726811469,0.684306204,0.62274456,0.574005961,0.559435725,0.576948404,0.52302897,0.543189108,0.559349656,0.570381701,0.511627495,0.535146832,0.559975266,0.573004544,0.517892122,0.536581874,0.560649097,0.579189181,0.518036366,0.485845149,0.460288644
I,0.509440064,0.464880943,0.446887076,0.459143817,0.483143419,0.474551558,0.477960765,0.478802741,0.480389804,0.512629569,0.511839151,0.510046184,0.508911014,0.54406178,0.536723971,0.533205092,0.530995488,0.567337871,0.568730235,0.570813417,0.57268393,0.698121965,0.648533702,0.582014501,0.5285182,0.503175378,0.528215945,0.473001182,0.500208378,0.525975227,0.530134737,0.478379995,0.502628803,0.527523339,0.539617479,0.49553442,0.513281882,0.535004079,0.552131236,0.482982397,0.442493886,0.410747588
I,0.495128304,0.453151464,0.434334219,0.439074039,0.454051048,0.44441244,0.468214661,0.475891292,0.471868783,0.482960671,0.499171317,0.502430677,0.498348206,0.519538641,0.527977824,0.52818352,0.522901595,0.550604105,0.551448703,0.55255729,0.551266313,0.628052473,0.57515341,0.518222749,0.466123283,0.439629197,0.445772797,0.394126803,0.42042771,0.448191792,0.445107698,0.403550565,0.429949969,0.457685083,0.455115259,0.416626573,0.439302564,0.464572847,0.470388085,0.400648057,0.360148609,0.327986181
I,0.47362268,0.432953864,0.422650218,0.438674659,0.464339584,0.41596508,0.44450742,0.455403835,0.451973379,0.455255121,0.476710469,0.482956082,0.480819136,0.493833542,0.507668555,0.509788811,0.504876792,0.528393447,0.528722465,0.529973269,0.529330432,0.575033128,0.508956432,0.446685672,0.399769932,0.385775268,0.393609762,0.336912036,0.362301588,0.390341818,0.394630224,0.349784702,0.373269409,0.398602039,0.404000044,0.354002833,0.372367918,0.395180464,0.418670595,0.347915411,0.308989763,0.277842104
I,0.41279757,0.36743027,0.349870592,0.362504244,0.387587458,0.342188418,0.374771357,0.389043838,0.385467917,0.375059396,0.406119585,0.415664077,0.410116404,0.413563788,0.435147136,0.442046493,0.437955022,0.452662319,0.463661075,0.471494138,0.474256724,0.533946395,0.463491857,0.40500024,0.362429142,0.347400963,0.346974522,0.299370378,0.325282663,0.358811438,0.335456282,0.30868268,0.341471165,0.370970398,0.340687186,0.307651818,0.339874268,0.365579396,0.355573356,0.283159226,0.248053104,0.22065486
I,0.245216399,0.208400056,0.193887919,0.216027498,0.247436136,0.171967566,0.22360909,0.238574088,0.231213167,0.203164518,0.251907885,0.263409287,0.257913023,0.239362642,0.280778587,0.288515627,0.280613959,0.277860165,0.289339721,0.29396981,0.294170082,0.673921108,0.612679601,0.547695518,0.499882579,0.494474351,0.500670254,0.452201545,0.485360771,0.513056576,0.499414176,0.456379741,0.487897545,0.511888921,0.5076195,0.462905616,0.49300915,0.518568397,0.521622717,0.449308842,0.40686965,0.368182808
I,0.192016989,0.159166321,0.144275397,0.16275233,0.192623213,0.120075494,0.165880844,0.182774365,0.178552136,0.148607165,0.194772914,0.207891241,0.203669176,0.183349356,0.221330881,0.230253592,0.224289984,0.220805004,0.230674416,0.233523816,0.232304171,0.858991742,0.795141399,0.728313565,0.680491507,0.668646038,0.688400209,0.618261576,0.650039673,0.678312063,0.693044364,0.626672566,0.658262312,0.682580233,0.703060985,0.637296081,0.664506197,0.690784156,0.717175841,0.638390601,0.594763815,0.555615008
I,0.215034977,0.191693783,0.18252176,0.199423864,0.225885972,0.156176761,0.202310711,0.218684122,0.211694866,0.182325169,0.23065722,0.243082434,0.235322863,0.21373868,0.253734469,0.262033999,0.253189534,0.246549636,0.265031397,0.273844421,0.276951939,0.939172029,0.874023616,0.804225683,0.754867733,0.737839103,0.770729899,0.699085712,0.729557931,0.755470395,0.783257544,0.713638425,0.744010925,0.767425299,0.796197057,0.727106035,0.753299892,0.777903795,0.809474707,0.73661226,0.695569038,0.660160601
I,0.298700809,0.27902469,0.27554813,0.297592819,0.32713756,0.259418517,0.304476023,0.315199763,0.306611985,0.286287457,0.329819858,0.33819586,0.33005324,0.317180008,0.352645457,0.357087761,0.34752202,0.34965533,0.369717658,0.380853593,0.387002885,0.958417177,0.900151551,0.840399444,0.801152647,0.792282522,0.805692315,0.739731252,0.771718502,0.798621535,0.820271075,0.756707132,0.785024345,0.808111131,0.837968767,0.778621078,0.80191201,0.825686157,0.854842246,0.784369051,0.744575024,0.712153852
I,0.49517116,0.466650158,0.461488873,0.481250137,0.507601142,0.481942862,0.501388967,0.505032361,0.501235664,0.517302036,0.530567408,0.530075073,0.524206042,0.547221065,0.551777244,0.548666596,0.541990995,0.570259511,0.580072403,0.586633086,0.58985883,0.855690241,0.794484138,0.731816649,0.690335155,0.682394147,0.697024822,0.640286446,0.665725172,0.692169666,0.708353996,0.658243835,0.682641506,0.707061529,0.722856104,0.679685771,0.698610067,0.720426559,0.736374319,0.672374666,0.635932863,0.60714525
I,0.536386192,0.50012213,0.4879179,0.509444356,0.538735092,0.523971021,0.534953773,0.536328554,0.535892904,0.55942589,0.565829575,0.562788427,0.557677388,0.587092876,0.587818921,0.583748937,0.578491032,0.607449949,0.615468919,0.621005595,0.624463797,0.810714483,0.748257756,0.680962563,0.638088346,0.634147584,0.644284785,0.583072424,0.606075764,0.630309701,0.654261112,0.602268696,0.625469148,0.648083389,0.667968094,0.625517547,0.641185105,0.662500501,0.68117559,0.615681231,0.579145432,0.552954257
I,0.539309978,0.502461076,0.486539543,0.499747336,0.522000074,0.52142036,0.529203773,0.527816713,0.526412249,0.557844996,0.561664701,0.556711137,0.55295974,0.586847961,0.584785819,0.578986347,0.574620485,0.608295023,0.614574492,0.616858184,0.618393123,0.74748075,0.689014912,0.618127942,0.567425847,0.550063491,0.576915026,0.518594086,0.543367624,0.569397271,0.586363137,0.534320235,0.558115065,0.583988369,0.601213992,0.555721283,0.572171211,0.595386744,0.616478264,0.547460794,0.507138252,0.477361143
I,0.456025451,0.420135021,0.413462788,0.43680802,0.466736257,0.406610727,0.443494469,0.451171994,0.445089221,0.444200158,0.475632817,0.480980575,0.475418895,0.482196569,0.504483044,0.505420923,0.496803284,0.516568601,0.520845592,0.524439335,0.52625972,0.670473039,0.60912776,0.535849631,0.475083768,0.449183166,0.498490036,0.425283492,0.456330121,0.4845559,0.506563008,0.441770107,0.470786929,0.498125851,0.518203855,0.463292003,0.488319904,0.514203787,0.529902637,0.456695795,0.412857741,0.377913266
I,0.274824083,0.236112729,0.2204234,0.240356386,0.271112114,0.19898966,0.250037283,0.275736243,0.274248123,0.232812122,0.284093112,0.302248359,0.295236558,0.273366451,0.315652877,0.327010155,0.31804949,0.315475523,0.327021718,0.334258437,0.336184382,0.724055409,0.654793084,0.584537208,0.527422965,0.504940629,0.550189435,0.4701882,0.497954816,0.527342379,0.554623663,0.481827646,0.514272928,0.544444561,0.56490165,0.494452953,0.524536252,0.554622114,0.577504694,0.495920956,0.446312159,0.404415429
I,0.126939774,0.085490286,0.063154057,0.078744553,0.109307081,0.036400236,0.081624888,0.098958552,0.092231683,0.066567555,0.112044677,0.125122964,0.118666232,0.103831872,0.140490651,0.148010969,0.138841838,0.143073723,0.155432731,0.159955382,0.158114523,0.814107955,0.764338791,0.699143052,0.643180251,0.624343812,0.67342639,0.589326143,0.619133174,0.648743272,0.679319024,0.597323179,0.625884116,0.650285602,0.686933398,0.607470512,0.634037137,0.662796438,0.693368018,0.607058287,0.556404471,0.510143936
I,0.136953905,0.105196111,0.086118937,0.100665003,0.129663825,0.044472918,0.094572097,0.116673991,0.111623228,0.070406392,0.124803096,0.142173201,0.13590169,0.105344936,0.150636166,0.16251637,0.15377447,0.144393772,0.161891878,0.169653758,0.170407087,0.928285062,0.864866197,0.789556563,0.732130766,0.705717266,0.752891004,0.663888454,0.69676739,0.727307856,0.762014747,0.671959281,0.705774069,0.733470917,0.771027207,0.683060586,0.713835716,0.744220972,0.780921459,0.694112957,0.646625638,0.60357976
